,Unnamed: 0,index,Unnamed: 0.1,posts,Mach,LSRP12,LSRP2,NRSM,languages,Length,sentiment,person,Person,sentiment score
1331,2723,3754,3754,"""you are one hell of a messenger,barry :)""-bruce *after he was given a letter from his father*

best!",33,0.0625,0.1,0,en,101,joy,31,31,0.943779886
1332,2724,3755,3755,one of the best dc movie eveeer,33,0.0625,0.1,0,en,31,joy,31,31,0.993490577
1333,2725,3756,3756,"Batman vs Superman will always be one of the best ever movies DCEU has ever produced...affleck,gadot did great,eisenberg's character disappointed me...darkseid is coming :D i just wish snyder keeps the apokalips in his mind :D
the era of DCEU has begun :')",33,0.0625,0.1,0,en,256,sadness,31,31,0.996941149
1334,2726,3757,3757,Even Hal Jordan would have lost hope by now in bangladesh vs newzeland match :|,33,0.0625,0.1,0,en,79,anger,31,31,0.835157633
1335,2727,3758,3758,Daredevil must be named the best superhero TV series in both DCCU and MCU....elektra and the punisher seems great <3...foggy is still the fat guy with a super big mouth. :v,33,0.0625,0.1,0,en,172,joy,31,31,0.997682333
1336,2728,3759,3759,Wow <3 not everyone in this world can be as fit as gigi buffon is at his age! Please break shilton's record :'D,33,0.0625,0.1,0,en,111,joy,31,31,0.993347824
1337,2729,3760,3760,"(Most of the) josephites,kolez josephites,non josephites wouldn't have known that josephite day existed if moon,warfaze and navid bhai hadn't come.....serious notes apart,manush high hoileo mone hoy amra ajke ja korsi ta korbe nah :v joseph crowd makes anyone look worldclass <3",33,0.0625,0.1,0,en,278,joy,31,31,0.957658947
1338,2730,3761,3761,This is a ucl game and what you do is play an inexperienced player like kimmich....you get two transfer window and buy some guy named tasci who gets injured the very next day.....and even with this team you're trailing against a top team....guardiola is surely one of the most overrated coach ever. Like even horny lvg could win what guardiola won with that barca team.,33,0.0625,0.1,0,en,369,sadness,31,31,0.601614475
1339,2731,3763,3763,"and then there's me...older than him,getting beaten by parents for not studying :|",33,0.0625,0.1,0,en,82,sadness,31,31,0.997712374
1340,2732,3764,3764,"Reporter: rashford,are you happy with the win? How will you celebrate it?
Rashford: i'm happy,but i won't celebrate because i have chemistry exam tomorrow..not only me,varela too....

This :v",33,0.0625,0.1,0,en,191,joy,31,31,0.998751402
1341,2733,3765,3765,(My)Life would've been so easier if i were The Flash. NDC/Coaching e jaite ashte ar etto kechal lagto nah. :|,33,0.0625,0.1,0,en,109,joy,31,31,0.94076556
1342,2734,3766,3766,it's taking shape slowly.....that arrow intro at last &_&,33,0.0625,0.1,0,en,57,joy,31,31,0.904095471
1343,2735,3767,3767,"back in those days...when cartoon network used broadcast this awesome series :')
perfectly created most of the characters...and ofc martian manhunter looks more badass in here 
#dcentertainment",33,0.0625,0.1,0,en,193,joy,31,31,0.996808589
1344,2738,3770,3770,the second shot(after the r.carlos one) that broke all physics' rules,33,0.0625,0.1,0,en,69,anger,31,31,0.8990677
1345,2739,3771,3771,tweet of the year lmfao,33,0.0625,0.1,0,en,23,anger,31,31,0.69377321
1346,2742,3774,3774,they do have a point though,33,0.0625,0.1,0,en,27,joy,31,31,0.504148602
1347,2745,3777,3777,Every EPL derby will change day by day....but not man utd vs chelsea..de gea was insane today too <3,33,0.0625,0.1,0,en,100,anger,31,31,0.500961185
1348,2748,3780,3780,"I am batman
the dark knight
playboy by day
vigilante by night! Wtf!",33,0.0625,0.1,0,en,67,anger,31,31,0.606634319
1349,2749,3782,3782,"and one gigi buffon <3
best of our generation :)",33,0.0625,0.1,0,en,48,joy,31,31,0.965734363
1350,2750,3783,3783,"Dream league soccer!!
Shera",33,0.0625,0.1,0,en,27,joy,31,31,0.968500733
1351,2752,3785,3785,"last jedin valo moto football khelsilam...and was close af from the best gk again...and ei tournament eo akta yellow ar akta red paisilam :v
also onnakdin dp change kora hoy nai :3

photo credit: আরিফুল হাসান শুভ",33,0.0625,0.1,0,en,212,joy,31,31,0.915500879
1352,2754,3787,3787,Takes feel to a whole new level,33,0.0625,0.1,0,en,31,joy,31,31,0.992278099
1353,2758,3791,3791,"messi&ronaldo : UCL*06 
other teams :UCL *0",33,0.0625,0.1,0,en,43,joy,31,31,0.489569962
1354,2759,3792,3792,"rest in peace alan Rickman
will he be remembered?
always :)",33,0.0625,0.1,0,en,59,joy,31,31,0.854886353
1355,2764,3797,3797,the guy who isn't born to play football?? xD,33,0.0625,0.1,0,en,44,anger,31,31,0.903252661
1356,2766,3799,3799,Your shiny clothes or glossy phone cant give you happiness. Cause happiness is a choice,53,0.0625,0.1,5,en,87,joy,32,32,0.99835676
1357,2770,3807,3807,"Nights fall fast
Today is in the past",53,0.0625,0.1,5,en,37,joy,32,32,0.680745661
1358,2774,3816,3816,I am a beacon of knowledge blazing out across a black sea of ignorance,53,0.0625,0.1,5,en,70,anger,32,32,0.970688343
1359,2776,3818,3818,"Nachooooo!!!!! 
Ow sorry Pavard!!!!!!!!",53,0.0625,0.1,5,en,39,sadness,32,32,0.890205801
1360,2780,3823,3823,I can see Loris Karius ;),53,0.0625,0.1,5,en,25,joy,32,32,0.453448266
1361,2782,3828,3828,This is why I didn't skip my exam,53,0.0625,0.1,5,en,33,anger,32,32,0.775223851
1362,2783,3830,3830,"Ramadan is not about Buffet, Unlimited Burger-Pizza, 2 minutes challenges. It's about realizing how lucky you are",53,0.0625,0.1,5,en,113,joy,32,32,0.998746037
1363,2785,3834,3834,"All I know, are sad songs",53,0.0625,0.1,5,en,25,sadness,32,32,0.996319652
1364,2786,3836,3836,"It's time for some ""Referee kineche Real"" posts :)",53,0.0625,0.1,5,en,50,anger,32,32,0.673746407
1365,2790,3845,3845,"Should've
Could've
Didn't",53,0.0625,0.1,5,en,25,anger,32,32,0.90473932
1366,2791,3847,3847,"you can't avoid danger just go on and try, no matter your actions your still gonna die",53,0.0625,0.1,5,en,86,sadness,32,32,0.723523676
1367,2795,3856,3856,Keep calm and support your team,53,0.0625,0.1,5,en,31,joy,32,32,0.995738029
1368,2803,3867,3867,"I don't know why, but life is getting harder",53,0.0625,0.1,5,en,44,joy,32,32,0.457611889
1369,2809,3875,3875,Golden na paile beche theke lav ki?,53,0.0625,0.1,5,en,35,joy,32,32,0.951153517
1370,2811,3878,3878,A red card indeed :),53,0.0625,0.1,5,en,20,anger,32,32,0.933342516
1371,2815,3886,3886,Never say never to Linkin Park,53,0.0625,0.1,5,en,30,joy,32,32,0.813689888
1372,2823,3897,3897,Happiness is a pop song. Sadness is a poem.,53,0.0625,0.1,5,en,43,joy,32,32,0.958430588
1373,2825,3901,3901,"No matter how much I scroll, ""Badrunnesa"" is there. 🐸🐸🐸",53,0.0625,0.1,5,en,55,joy,32,32,0.689428866
1374,2829,3905,3905,"I've got my Airtel back. Please don't call me on my Teletalk unless Airtel is unavailable. 
Donnobad",53,0.0625,0.1,5,en,100,fear,32,32,0.722696543
1375,2831,3907,3907,"Just one of the regular news, which we will eventually ignore like nothing happened.",53,0.0625,0.1,5,en,84,sadness,32,32,0.921308696
1376,2832,3908,3908,Can't we do anything at all?,53,0.0625,0.1,5,en,28,anger,32,32,0.571924269
1377,2833,3909,3909,"Coal power plant bondho kore e ki korlo Frans!!!
Dekhun video shoho!!! 
And still they're gonna say it won't effect us. 👏👏👏",53,0.0625,0.1,5,en,123,joy,32,32,0.617443264
1378,2834,3910,3910,It's time to take some steps.,53,0.0625,0.1,5,en,29,anger,32,32,0.466007471
1379,2838,3921,3921,"My shirt is white,
The sky is blue.
I'm always right,
And that's nothing new. :v
P.C - Udoy.",53,0.0625,0.1,5,en,92,joy,32,32,0.990193307
1380,2839,3925,3925,Things you should know as a Bangladeshi,53,0.0625,0.1,5,en,39,joy,32,32,0.947795272
1381,2841,3927,3927,I think I'm obsessed with B&W,53,0.0625,0.1,5,en,29,anger,32,32,0.920235872
1382,2842,3928,3928,I think I'm obsessed with B&W,53,0.0625,0.1,5,en,29,anger,32,32,0.920235872
1383,2843,3929,3929,#Tara_mosque from last year's album,53,0.0625,0.1,5,en,35,joy,32,32,0.691713333
1384,2845,3932,3932,Sunset here was way better than the crowded one's.,53,0.0625,0.1,5,en,50,anger,32,32,0.565369308
1385,2846,3933,3933,Brothers,53,0.0625,0.1,5,en,8,anger,32,32,0.731006265
1386,2847,3935,3935,"Late post
Himchori",53,0.0625,0.1,5,en,18,anger,32,32,0.779497206
1387,2848,3937,3937,Please 😂,53,0.0625,0.1,5,en,8,joy,32,32,0.443892926
1388,2849,3938,3938,Where the sea meets the sky,53,0.0625,0.1,5,en,27,anger,32,32,0.595563233
1389,2850,3939,3939,"Maybe one of the best music video from cold play, apart from the scientist",53,0.0625,0.1,5,en,74,joy,32,32,0.973842263
1390,2853,3946,3946,"#Thanksforthetreat 

#Sunamvai",53,0.0625,0.1,5,en,30,joy,32,32,0.980778813
1391,2856,3950,3950,"Shobai jane, but still shobai douraya niche name -_-",53,0.0625,0.1,5,en,52,joy,32,32,0.650507212
1392,2857,3951,3951,I live with this fear every f***ing day. Now I can't sleep for some days. -_-,53,0.0625,0.1,5,en,77,fear,32,32,0.679453611
1393,2861,3961,3961,"#Shame_on_ICC
#I_suspect_ICC_action",53,0.0625,0.1,5,en,35,fear,32,32,0.673967123
1394,2862,3962,3962,"Email ID: rafael.hossain@yahoo.com
Password: fuzalishlul",53,0.0625,0.1,5,en,56,fear,32,32,0.407037765
1395,2863,3963,3963,Best xunayed troll till now XD,53,0.0625,0.1,5,en,30,joy,32,32,0.89920634
1396,2864,3966,3966,"Dear friends, my airtel is currently switched off. Please contact me on my teletalk. Thank you.",53,0.0625,0.1,5,en,95,joy,32,32,0.962309718
1397,2869,3972,3972,bangladesh 5 run e match jitbe :),53,0.0625,0.1,5,en,33,anger,32,32,0.420140862
1398,2870,3973,3973,bangladesh 6 run e match jitbe :),53,0.0625,0.1,5,en,33,anger,32,32,0.417106688
1399,2874,3977,3977,Friend??? Really???,54,0.0625,0.1,7,en,19,anger,33,33,0.874301136
1401,2876,3979,3979,"HSC  je shob choto vai diccho tader Jonno doa roilo. Fatai de tora 👍👍
P. S: HSC er result ototao matter kore naa(I mean golden GPA and if you don't got that you are screwed and all that bullshit). Khela shuru hoi HSC er pore. Nahid takla re ato patta dish naa😉",54,0.0625,0.1,7,en,260,anger,33,33,0.973706484
1402,2877,3980,3980,"Happy Birthday brother. Whatever happens,the party must go on.. 
Lots of love and have a good one.. 🤘🤘🤘",54,0.0625,0.1,7,en,103,joy,33,33,0.998320639
1403,2878,3981,3981,"Late upload.... 
 
With old homies, 
Makin' new memories😎😎😎

P. S: Thank you Mahmud R. Khan for the tickets.",54,0.0625,0.1,7,en,108,joy,33,33,0.980446696
1404,2882,3985,3985,Boroi thanda.... 😨😨,54,0.0625,0.1,7,en,19,anger,33,33,0.572342932
1405,2883,3986,3986,Amra jara hsc'17 batch tader opor diye onek jhor jhapta gese ei boshor. Asha kori shokoler 2018 onek bhalo katbe.... Happy new year agam shuveccha  ☺️,54,0.0625,0.1,7,en,150,joy,33,33,0.996306658
1406,2887,3992,3992,"Trump takes office.
God bless us.",54,0.0625,0.1,7,en,33,joy,33,33,0.985105634
1407,2888,3993,3993,"My little big sister... :p
captured by me...",54,0.0625,0.1,7,en,44,fear,33,33,0.721322358
1408,2889,3995,3995,"Many people don't even live for 50 years and Tom Cruise is hanging by a door of a flying jet which is flying 250 miles an hour just to make the action look real.
#mission_impossible",54,0.0625,0.1,7,en,181,joy,33,33,0.994353175
1409,2890,3996,3996,"Cantt. Amr onek frnd ase tao bli.....
Tomra kobe bujhba bhodro 'howa' and 'saja' moddhe parthokko ase.",54,0.0625,0.1,7,en,102,anger,33,33,0.528320551
1410,2891,3997,3997,Blowing off some steam,54,0.0625,0.1,7,en,22,anger,33,33,0.962407887
1411,2893,3999,3999,"Ekhon 'mouka mouka' chillao 

mon khule shuni ektu

jotto shob chorer dol...:@

#RIP_india
#RIP_mouka_mouka
#RIP_the_devils_of_cricket",54,0.0625,0.1,7,en,134,anger,33,33,0.82856375
1412,2898,4004,4004,"Prithibite democracy nai  jodi thakto tahole ei filistinider opor ei rokom ottachar manusher chaoar biruddhe hoto naa...

I'm Sajid Shahriar from Bangladesh and I  #support_Gaza",54,0.0625,0.1,7,en,177,joy,33,33,0.855771184
1413,2900,4006,4006,"মানুষ বলে, biology পড় । বড় হয়ে doctor হবে।
 
I say ,f*** biology....made my life a f***ing hell...",54,0.0625,0.1,7,en,98,anger,33,33,0.936473131
1414,2902,4009,4009,sometime mess is fun.... :) ;),54,0.0625,0.1,7,en,30,joy,33,33,0.895659328
1415,2904,4011,4011,Picnic er por amr gola khub kharap bhabe bhenge jai... Aste aste ta thik o hosse .... Kintu ei rater bela ami bhabtesi je ar kokhono frnd der shathe ei bhabe chillate parbo naa ..........,54,0.0625,0.1,7,en,187,joy,33,33,0.520575821
1416,2905,4012,4012,"mone hoy jeno akash ar nodi mile gese....
What a wonderful world....",54,0.0625,0.1,7,en,68,joy,33,33,0.997158766
1417,2906,4016,4016,last school picnic loads of memories....,54,0.0625,0.1,7,en,40,joy,33,33,0.435178816
1418,2909,4022,4022,"today everyone's just celebratin' ""valentine's day"". But today is also ""world donors day"" so donate to help those people who needs your help most 

information confimation: Kishor Alo - কিশোর আলো february 2014",54,0.0625,0.1,7,en,209,joy,33,33,0.952065587
1419,2910,4025,4025,photo credit: Sajid Shahriar,54,0.0625,0.1,7,en,28,joy,33,33,0.796934545
1420,2911,4026,4026,photo credit: Sajid Shahriar,54,0.0625,0.1,7,en,28,joy,33,33,0.796934545
1421,2912,4027,4027,photo credit: Prio Atm,54,0.0625,0.1,7,en,22,joy,33,33,0.876323938
1422,2913,4028,4028,photo credit: Sajid Shahriar,54,0.0625,0.1,7,en,28,joy,33,33,0.796934545
1423,2914,4029,4029,last sports of school life... feeling complicated.... felt complicated actually....,54,0.0625,0.1,7,en,83,fear,33,33,0.626265526
1424,2916,4031,4031,"Happy new year, I'm turnin'16 today!!! life was full of joy, met friends, dealt different situations but love was always by my side  ...I hope that love will be at your side always... Wishing all a very happy new year...",54,0.0625,0.1,7,en,220,joy,33,33,0.998748779
1425,2918,4033,4033,we will miss you MADIBA. You may rest in peace.....,54,0.0625,0.1,7,en,51,joy,33,33,0.990874052
1427,2920,4035,4035,"sometimes we can't believe what just happened...
I can't believe that who was a master in driving cars ... 
passed away in a car accident...:(",54,0.0625,0.1,7,en,142,sadness,33,33,0.987148583
1428,2921,4036,4036,"can u believe that 3:5 crore has been spent for just one song
just saw the dhoom 3 song ""malang""promo
http://www.youtube.com/watch?v=srMFb6zpx2Yo.",54,0.0625,0.1,7,en,146,joy,33,33,0.937502861
1429,2925,4040,4040,"Wise man says that,""you must let something go."" Now I undrstand that why do they say that.",54,0.0625,0.1,7,en,90,joy,33,33,0.85792315
1430,2927,4042,4042,"today was Bogra cantt. science fair '13 .... 
our project name was ''BRICKYARD THERMO ELECTRIC POWER PLANT'' ..and it just got SELECTED...!!!!!",54,0.0625,0.1,7,en,143,joy,33,33,0.870801568
1431,2933,4050,4050,"Waiting for tomorrow,just want to go to school......",54,0.0625,0.1,7,en,52,anger,33,33,0.614133894
1432,2934,4051,4051,"Barite internat ase, mobile ase,computer ase,shobi ase nai shudhu 1ta nght queen fuler chobi tolar jonno ek ta camera... Feeling so much angry....:@",54,0.0625,0.1,7,en,148,anger,33,33,0.998044968
1433,2935,4052,4052,I'm sitting beside a night queen flower but unfortunately I don't have any camera.......:(,54,0.0625,0.1,7,en,90,fear,33,33,0.524466574
1434,2936,4053,4053,Something is missing and that's happiness.....,54,0.0625,0.1,7,en,46,sadness,33,33,0.997221351
1435,2938,4058,4058,"Are eid er 2 amar awesome katlo....bondhuder shathe ghure baerano,attioder bashai gaoa,gurugoner kase salami nea...shobi awesome....:)",54,0.0625,0.1,7,en,134,joy,33,33,0.994304001
1436,2939,4059,4059,Pobitro shaowal masher chand deakha gese......Eid mubarak!:),54,0.0625,0.1,7,en,60,anger,33,33,0.650113165
1437,2941,4061,4061,Tomorrow is my viva examination.please pray for me,54,0.0625,0.1,7,en,50,joy,33,33,0.753659666
1438,2944,4065,4065,yeah! I'm in the facebook!!,54,0.0625,0.1,7,en,27,joy,33,33,0.605347633
1439,2946,4068,4068,Diss shit is intense ! 😂😂,62,0.0625,0.1,17,en,25,joy,34,34,0.98713094
1440,2949,4071,4071,"Hey, it's good to be back home again
Sometimes this old park feels like a long lost friend
Yes, 'n, hey it's good to be back home again.......
#home #park #river #brahmaputra #nature #beautiful #mymensingh #memories #johndenver #johndenverquote #backhomeagain",62,0.0625,0.1,17,en,259,sadness,34,34,0.995183051
1441,2951,4073,4073,I would never do that tho. tyrion is 💜,62,0.0625,0.1,17,en,38,anger,34,34,0.547353327
1442,2953,4076,4076,"Shironamhin performing live at IUT auditorium in the EEE freshers 💜💜💜.
#IUT #iutdiaries #EEEfreshers #Shironamhin #shironamhin_live #concert #headbang #awesome
#amazing #momentstoremember",62,0.0625,0.1,17,en,187,joy,34,34,0.967508495
1443,2954,4078,4078,"A little stunt pulled by me on top of the mountain. Not perfected tho 😁✌

#staff #staffspinning #bostaff #withabash #semipro #notperfectyet #mountain #mountainpeaks #Chandranath",62,0.0625,0.1,17,en,177,joy,34,34,0.995985925
1444,2955,4079,4079,"The peak of chandranath mountain, the astounding view washes up all the struggles to get up there...💜💜

#Chandranath#sitakund#chittagong#mountain#mountainpeaks#travel#tour#lifeisbeautiful#wallpaperstuff#amazingview",62,0.0625,0.1,17,en,214,joy,34,34,0.747697413
1445,2956,4080,4080,"Happiness is seeing your homies after a long while..... ♥
#buddiesforlife
#livin_it_in_the_fast_lane",62,0.0625,0.1,17,en,100,joy,34,34,0.996881604
1446,2957,4081,4081,"That smile brings the Eid here...💜
Spending Eid with my sweet nephew..😁😁",62,0.0625,0.1,17,en,72,joy,34,34,0.780662954
1447,2958,4082,4082,"And The storm enrages......

An amateur click by Ahsanul Hoque Talha :3",62,0.0625,0.1,17,en,71,joy,34,34,0.700738966
1448,2959,4083,4083,"One day You'll leave this world behind
So live a life you will remember...........

That day arrived, lyrics came true.....
but you will be remembered, avicii, for the marvelous creations you gifted upon this world.

#RestInPeace
#AnotherLegendGone",62,0.0625,0.1,17,en,248,joy,34,34,0.990594625
1449,2961,4085,4085,"Mid semester+ life crisis=
Midlife Crisis 😖.",62,0.0625,0.1,17,en,44,sadness,34,34,0.598237693
1450,2962,4086,4086,"holy shit!😂😂😂
I would actually enjoy the tv host job very much  tbh.😈",62,0.0625,0.1,17,en,69,joy,34,34,0.995053768
1451,2964,4089,4089,don't let the pose fool you... these are 3 pabna-ferot mental cases... and one nishpap guy 😂😈,62,0.0625,0.1,17,en,93,anger,34,34,0.627874613
1452,2969,4096,4096,"P.C. Aiz
( Edited by me tho, which explains the pixel degradation :-) )",62,0.0625,0.1,17,en,71,sadness,34,34,0.426225036
1453,2970,4097,4097,"Some say his death was the death of music. I disagree.

Cause the king of pop never died. He's alive inside the hearts of billions of fans, his works will never be forgotten. 

Happy bithday, Michael Jackson..
#LegendsNeverDie
#LoveLivesForever",62,0.0625,0.1,17,en,244,sadness,34,34,0.895236909
1454,2973,4100,4100,"Possibly the sweetest movie ever made, in the history of movies 😆😇.
Thanks dst Ashrur Friday for suggesting this...
Really brightened up my Eid ...💜
#AdamSandlerRules",62,0.0625,0.1,17,en,166,joy,34,34,0.994143546
1455,2975,4103,4103,"Oh,finally, the sweet,sweet smell of freedo.......
Wait ,where has it gone??! 😑🔫",62,0.0625,0.1,17,en,80,joy,34,34,0.954958141
1456,2977,4105,4105,"😂😂😂😂খেলা হপে😂😂😂😂
(I'm leaving earth tho, after seeing dis)",62,0.0625,0.1,17,en,58,sadness,34,34,0.571161687
1457,2979,4108,4108,Hilarious 😂😂,62,0.0625,0.1,17,en,12,anger,34,34,0.718617857
1458,2980,4109,4109,"nothing matches better with this weather than this song... 💜
#Mjforever",62,0.0625,0.1,17,en,71,joy,34,34,0.809665382
1459,2981,4110,4110,"What is the worst thing the world forces you to drink??!
: It's called RESPONSIBILI-TEA (-_-)
#midnight
#nonsense
#thoughts",62,0.0625,0.1,17,en,123,anger,34,34,0.872443318
1460,2982,4111,4111,"Cause it's not too late, it's not too late
I see the hope in your heart
And sometimes you lose it, sometimes you're shooting
Broken arrows in the dark
:-)",62,0.0625,0.1,17,en,154,sadness,34,34,0.998813748
1461,2983,4112,4112,"You know you're screwed when Coffee works as a sleeping pill...(-_-)
Who tf gets immune to Caffeine?!! :-(",62,0.0625,0.1,17,en,106,anger,34,34,0.976835966
1462,2987,4116,4116,"Simplest lyrics, slowest melodies....
But still, what a creation!! 
#MJ_forever_and_ever 💜",62,0.0625,0.1,17,en,90,joy,34,34,0.970938742
1463,2991,4121,4121,"Careful who you call ""মাকুন্দা "" in high school 😂😂",62,0.0625,0.1,17,en,50,joy,34,34,0.90583986
1465,2996,4126,4126,"No animated movie's been made me laugh so hard after ""penguins of Madagascar"" like this one.
But this one, a hilarious masterpiece!! ha ha ha 😂😂😂",62,0.0625,0.1,17,en,145,joy,34,34,0.905495465
1466,2999,4129,4129,"If you can relate to this, you are a true two and a half men fan! 😂😂😂",62,0.0625,0.1,17,en,69,joy,34,34,0.998086095
1467,3001,4133,4133,"best to-do list ever!!😂😂😂😂
Anybody wanna try out one or two of this?",62,0.0625,0.1,17,en,68,joy,34,34,0.938896656
1468,3002,4134,4134,"#flashback

#once_again",62,0.0625,0.1,17,en,23,joy,34,34,0.681494176
1469,3003,4135,4135,"The most amazing speech I've heard so far....just...amazing *_*
Somebody show this to our education minister :-/",62,0.0625,0.1,17,en,112,surprise,34,34,0.790650368
1470,3004,4138,4138,"Maybe one day we'll wake up and this'll
All just be a dream.....😞",62,0.0625,0.1,17,en,65,joy,34,34,0.924912214
1471,3005,4139,4139,❄Winter is Coming.❄,62,0.0625,0.1,17,en,19,joy,34,34,0.84820044
1472,3006,4140,4140,"💜 You know nothing Jon Snow  ❄
#GameofThronesRulezz 😍😍",62,0.0625,0.1,17,en,54,joy,34,34,0.579304934
1473,3008,4142,4142,Sarcasm at it's peak!! 😂😂😂,62,0.0625,0.1,17,en,26,anger,34,34,0.988192379
1474,3010,4146,4146,"Happy Birthday to you, legend!!
You will always be missed by all your fans worldwide.
#MJFOREVER",62,0.0625,0.1,17,en,96,sadness,34,34,0.997550905
1475,3011,4147,4147,"On a scale of 1 to 10, I give this song an infinity!! Been 6 years and it's still the best thing i have ever heard! *_*",62,0.0625,0.1,17,en,119,joy,34,34,0.995080233
1476,3014,4150,4150,Truth has been told 😞,62,0.0625,0.1,17,en,21,joy,34,34,0.670765519
1477,3017,4153,4153,Now that's just deep.... :-/,62,0.0625,0.1,17,en,28,joy,34,34,0.598674238
1479,3021,4158,4158,"7 years have gone so fast......

miss u always, MJ 😢",62,0.0625,0.1,17,en,52,joy,34,34,0.968657196
1480,3025,4162,4162,Unbeatable  Inspirational lyrics!! I'm officially a fan now 😍😍,62,0.0625,0.1,17,en,62,joy,34,34,0.9809466
1481,3026,4163,4163,"😼🐰
Worth watching a hundred times!!😍",62,0.0625,0.1,17,en,36,joy,34,34,0.887656212
1482,3029,4166,4166,One of the best 2D games I have ever played!! *_*,62,0.0625,0.1,17,en,49,joy,34,34,0.9907673
1483,3030,4167,4167,I want one!! 😍😍,62,0.0625,0.1,17,en,15,anger,34,34,0.642109096
1484,3039,4182,4182,"I think my memory card hates me ..  😕 
It died for the fifth time this evening.....
মুঞ্চাইতাসে ফোনডারে তুইলা একটা আছাড় মারি 😬😬
#gonetoosoon",62,0.0625,0.1,17,en,140,sadness,34,34,0.995959461
1485,3040,4183,4183,Been waiting since 2014 to see this movie.....and at last!!,62,0.0625,0.1,17,en,59,anger,34,34,0.450017661
1486,3041,4184,4184,So that's why!!😋,62,0.0625,0.1,17,en,16,anger,34,34,0.787357807
1487,3042,4186,4186,"Very ,very interesting story.......
Special thanks to রাতুল রাহাত,  a.k.a গইত্যা :-)",62,0.0625,0.1,17,en,84,joy,34,34,0.993755102
1488,3043,4188,4188,"what I learnt here, is that you don't mess with Dicaprio.:-P
Fella can do ANYTHING  for a freakin' Oscar! :-/",62,0.0625,0.1,17,en,109,joy,34,34,0.491945297
1489,3046,4192,4192,"Watching it for the 700'th time.....
but, some things never get old.

Irony is that professor snape is not among us anymore. 😢

Rest in peace #Alan_Rickman",62,0.0625,0.1,17,en,155,joy,34,34,0.731317699
1490,3047,4193,4193,"Life's too short to count by years

It's all about the achievements and losses

Only one magical moment can make it valuable.
.
.
anyway,HAPPY NEW YEAR everybody!!",62,0.0625,0.1,17,en,163,joy,34,34,0.9986431
1491,3049,4195,4195,"#flashback

#once_again",62,0.0625,0.1,17,en,23,joy,34,34,0.681494176
1492,3050,4197,4197,"These battle scars, don’t look like they’re fading
Don’t look like they’re ever going away
They ain't never gonna change
These battle.........",62,0.0625,0.1,17,en,142,sadness,34,34,0.975130737
1493,3052,4199,4199,I just #love this album.....:-),62,0.0625,0.1,17,en,31,joy,34,34,0.882942379
1494,3053,4202,4202,Fun moments with family......,62,0.0625,0.1,17,en,29,joy,34,34,0.996922672
1495,3055,4206,4206,"This movie is a message to all of us that how hard life pushes us down, we can still make it happy,meaningfull.......what it feels to love, and be loved.
#outstanding 
#fabulous",62,0.0625,0.1,17,en,177,joy,34,34,0.99324894
1496,3061,4213,4213,Aro 6 month por.....:-( :-(,62,0.0625,0.1,17,en,27,joy,34,34,0.628167391
1497,3064,4216,4216,"Anada mohon college ,,I'm coming.....",62,0.0625,0.1,17,en,37,joy,34,34,0.972631812
1498,3065,4217,4217,"June 25.
Six years ago on this day,
a great man breathed his last.
This man alone
revolutionized the american music industry ,redefined entertainment ,and took the art of dancing to a whole new level.
We all know him as ""The king of Pop"", the legendary 
Michael Jackson...

He may have died a long time ago, but his heart still beats among millions of his fans. And that's why people keep saying ""love lives forever.""

We love u ,Michael.  And we always will..

Rest in peace......

#from_a_true_fan_of_MJ",62,0.0625,0.1,17,en,505,joy,34,34,0.989269555
1499,3069,4226,4226,"july 20,1969.A memorable day for man as they won the moon that day.
Happy anniversary to the landing on the moon.
#Neil Armostrong.....
#Buzz Aldrin
#Micheal Collins",64,0.0625,0.1,12,en,165,joy,35,35,0.997555315
1500,3070,4228,4228,Only Chilling is real....😏😏😏😏😏,64,0.0625,0.1,12,en,30,joy,35,35,0.828720927
1501,3071,4229,4229,My world cup fascination has just finished tonight.....😶😶😶😶😶😶😐😐,64,0.0625,0.1,12,en,63,joy,35,35,0.4344742
1502,3072,4230,4230,"Messi r time e Argentina ke world cup jitte dekhte parlam na.😶😶😶😶dybala r time e asa Kora Jay parbo. 
Ai world cup r aktai wish taile baki thaklo Ronaldo ke world cup jitte dekha.
Hope this great player will fulfill my wish.

#Vamos Argentina...🇦🇷🇦🇷🇦🇷
#Go Portugal.Win the cup for one of the bests.🇵🇹🇵🇹🇵🇹🇵🇹",64,0.0625,0.1,12,en,306,joy,35,35,0.998274684
1503,3073,4232,4232,Partial truth...😃😃😃😃,64,0.0625,0.1,12,en,20,joy,35,35,0.712855577
1504,3075,4234,4234,"#CR7 is love............😊😊😊
#Loving Portugal since EURO16.",64,0.0625,0.1,12,en,58,love,35,35,0.99431628
1505,3077,4238,4238,Harsh but true.....,64,0.0625,0.1,12,en,19,anger,35,35,0.997476637
1506,3082,4254,4254,"One of the most intelligent person's of this century........
Good bye sir.......may your soul rest in peace.....
#Stephen Hawking
#a brief history of time",64,0.0625,0.1,12,en,154,joy,35,35,0.99598372
1507,3085,4309,4309,"time for celebration......
#all hail DD",64,0.0625,0.1,12,en,39,joy,35,35,0.990196943
1508,3086,4312,4312,"Big Big Big match between two equal team #Dhaka Dynamites #Chittagong Vikings.fun overloaded.

#jitbe Dhaka jitbe desh.",64,0.0625,0.1,12,en,119,joy,35,35,0.871152341
