,Unnamed: 0.2,Unnamed: 0.1,level_0,index,Unnamed: 0,post,Mach,LSRP12,LSRP2,NRSM,Person,dark_triad,eng_usage_ratio,bng_usage_ratio,eng_switching_ratio,bng_switching_ratio,sentiment
767,767,767,1023,1023,1023,"অনেকে হাত ছেড়ে সাইকেল চালায়। কিন্তু আজ প্রথমবার হাত ছেড়ে বাস চালানো দেখলাম। আজ গ্রামের বাড়ি থেকে  রাজশাহীতে আসার সময় বাসে এটা দেখলাম । আমার পাশে আব্বু বসে ছিল। হঠাৎ আব্বু বলল হাত ছেড়েও গাড়ি চালায় দেখি।  আমি সামনে আয়নায় তাকায়ে দেখি ড্রাইভার গাড়ি চালাতে চালাতে হাত ছেড়ে সিগারেটে আগুন জ্বালাচ্ছে। আমি তো পুরাই অবাক!! ড্রাইভার সুন্দরভাবে আগুন জ্বালায়ে সিগারেট খেতে লাগল।।  নাটোর থেকে রাজশাহী আসতেই ড্রাইভারকে  তিনটা সিগারেট খেতে দেখলাম। মাঝখানে আরো কত খেয়েছে কে জানে।। কি আর বলব। এটা বাংলাদেশ, এখানে সবই সম্ভব।।",41,1.7,2.2,6,9,psycho,4.301075268817205,91.39784946236558,100.0,0.0,joy
768,768,768,1024,1024,1024,কালে কালে আরও কতো কি দেখব!!!!  গ্রামে আমার এক আত্নীয়ের বাসায় বেড়াতে গেলে এটা চোখে পড়ল।  ঘরের ভিতরে আলো বেশি না থাকার জন্য ছবি অতোটা  ভালো হয়নি।  So don't mind....,41,1.7,2.2,6,9,psycho,15.789473684210526,73.68421052631578,80.0,20.0,joy
769,769,769,1025,1025,1025,"১৯৪৭ সাল,
একই Clan এ থাকা বাংলাদেশ, ভারত ও পাকিস্তান মিলে ব্রিটিশ Troops দেরকে Attack এ 1টা Star ও নিতে দিলো না।
ব্রিটিশ Trophy লস খাইয়া লেজ গুটিয়ে পালাল। সাথে সাথেই ভারত Clan left দিয়ে নিজেই নতুন Clan খুলল।
সাল ১৯৫২,
বাংলাদেশের Base ততটা ভালো না । নতুন নতুন শুরু হয়েছে খেলা। তখন বাংলাদেশ আর পাকিস্তান ছিল একই Clan
এ। পাকিস্তান এর মানুষগুলো ছিল Leader, co-leader
ইত্যাদি, আর বাংলাদেশ থেকে কাউকে elder পর্যন্ত দেওয়া হইত না । Clan Chatting বাংলা চালু করার দাবিতে প্রাণ দিলো বরকত,জব্বার, শফিকেরা । তাদের Troops গুলোর প্রাণের বিনিময়ে Clan Chatting এ বাংলিশ ভাষা Upgrade হইল।
সাল ১৯৬৯,
বাংলাদেশের Troops গুলা মোটামুটি ভালোই। এসময় বাংলাদেশের Clan leader ছিলেন শেখ মুজিবর রহমান ওরফে Barbarian KING। শুরু হল গনঅভ্যুত্থান।
১৯৭১, ৭ই মার্চ
Clan Leader মুজিব ভাই War ঘোষনা করলেন পাকিস্তানের সাথে । শুরু হল Preparation Day। কিছুদিনের মধ্যেই Battle day চলে আসল। War শুরু হয়ে গেল। পাকিস্তান ক্রমেই ভালোভাবেই বাংলাদেশের
বেস গুলো ভাঙতে লাগল ।
পাকিস্তান এর উপর মতিউর রহমান দারুন এক Air attack দিলেন এবং 3 Star পেয়ে গেলেন। War এর শেষের দিকে বাংলাদেশের Clan Castle এ Indian High Level Troops যোগ দিল। একের পর এক ★★★ পেতে থাকল বাংলাদেশ।।
১৯৭১,১৬ই ডিসেম্বর,
পাকিস্তান অনেক ভালো Troops নিয়েও হারল বাংলাদেশী Defence এর কাছে।
১৯৭৫ সালের ১৫ঈ আগস্ট,
বাংলাদেশের Clan leader The Ultimate Barbarian King মুজিব ভাই Online ছিলেন না। তার Sheild ও Active ছিল না এর উপর তিনি তার 5টা Builder ই Busy রাখছিলেন Archar tower, Hidden Tesla, Mortar, Wizard Tower ইত্যাদি
Defence গুলো Upgrade এর কাজে। উপরন্তু তার Trap গুলাও Re-arm করা ছিলোনা । এই অবস্থায় তিনি সিরাম এক Attack খেয়ে বসেন এবং Enemy এর বিপুল Loot নিয়ে যাওয়া দেখেই অকালে মৃত্যুবরন করেন
২০১৫ সাল,
এখন বাংলাদেশের Clan leader হচ্ছেন Archar Queen শেখ হাসিনা tongue emoticon অস্থির Hitpoints ওয়ালা এই নারীর আওতায় এখন আমরা বসবাস করছি। 

#Copied",41,1.7,2.2,6,9,psycho,23.32155477031802,75.61837455830388,51.11111111111111,48.888888888888886,joy
770,770,770,1026,1026,1026,শেষ বারের মত ঢুকলাম। আর ঢুকব না। ডাটা ক্লিয়ার করে আনইন্সটল করে দিব। Hay Day এর চেয়ে Clash of Clans অনেক ভাল। এটা নিয়েই থাকি।,41,1.7,2.2,6,9,psycho,20.0,80.0,50.0,50.0,joy
771,771,771,1027,1027,1027,ট্রফি অনেক বেশি বেড়ে গেছিলো। অনেক কষ্ট করে ব্রোঞ্জ ১ থেকে ব্রোঞ্জ ৩ এ নিয়ে আসলাম।নিচে থাকাই ভালো।,41,1.7,2.2,6,9,psycho,10.0,80.0,100.0,0.0,joy
772,772,772,1028,1028,1028,একদম ফালতু একটা গেম। একদিন খেলতেই নেশা হয়ে গেল।,41,1.7,2.2,6,9,psycho,0.0,100.0,0.0,0.0,joy
773,773,773,1029,1029,1029,Who can solve this????,41,1.7,2.2,6,9,psycho,75.0,25.0,100.0,0.0,anger
774,774,774,1030,1030,1030,"আজ ১০ মে, ২০১৫ 
রবিবার।
হ্যা, আজ সত্যিই রবির বার। রবির দিন।
বৃষ্টি বৃষ্টি আবহাওয়া। আকাশে রবির মুখ তেমন একটা দেখা না গেলেও সবার হাতে হাতে এখন রবি।  আমি আশা করছি আজকের মধ্যেই রবির ব্যাবসা কয়েকগুণ বেড়ে যাবে। কয়েকদিনের মধ্যেই রবির ব্যাবসা হারামীফোনের চেয়ে কয়েকগুণ বেড়ে যাবে। আজ সারাদিন রবির যে কতো হাজার সরি কতো লক্ষ বলতে গেলে কতো কোটি সিম বিক্রি হবে তার কনো ধারণা আমার নাই। তাই যত তারাতারি পারেন রেডি হন, ২০০ টাকা নিন আর দৌড়ান পাশের দোকানে আর কিনে নিন রবি সিম আর সারা পৃথিবীকে মানে সারা বাংলাদেশকে হাতের মুঠোয় নিয়ে বীরবেশে ঘরে প্রবেশ করুন। কারন  এখন রবি সিম পেলেও এক ঘন্টা পর দোকানে মানে রাজশাহীতে মানে পুরা বাংলাদেশে আর রবি সিম পাবেন কিনা সেই গ্যারান্টি আমি দিতে পারছি না!!!  তাই আর দেরি কেন??  এখনি দৌড়ানো শুরু করুন!!! 

জয় রবির জয়।

জ্বলে উঠুন আপন শক্তিতে

                রবি 

  an axiata company",41,1.7,2.2,6,9,psycho,13.586956521739127,73.91304347826086,90.0,10.0,joy
775,775,775,1031,1031,1031,২০০৫ সালের মুভি। অনেক অনেক অনেক দিন আগে Disney chanel এ দেখেছিলাম। তখন কাহিনীটা তেমন একটা বুঝিনি। তারপরেও ভালো লেগেছিল। আজ আবার দেখছি অনেকদিন পর। অনেক ভালো লাগছে।,41,1.7,2.2,6,9,psycho,6.896551724137931,89.65517241379311,66.66666666666666,33.33333333333333,joy
776,776,776,1032,1032,1032,এই মাসে আমার  Data Usage!!!!!!!!!!,41,1.7,2.2,6,9,psycho,28.57142857142857,57.14285714285714,100.0,0.0,joy
777,777,777,1033,1033,1033,"ভুমিকম্প তো হলো।  এবার কেউ আমাকে বলো আফটার শক কখন হবে????

আল্লাহর কাছে হাজার শুকরিরা যে আমরা ঠিক আছি। 
আল্লাহ আমাদের রক্ষা কর।",41,1.7,2.2,6,9,psycho,4.166666666666666,91.66666666666666,100.0,0.0,joy
778,778,778,1034,1034,1034,অনেকদিন পর ডোরেমনের একটা নতুন মুভি দেখছি।,41,1.7,2.2,6,9,psycho,0.0,100.0,0.0,0.0,joy
779,779,779,1035,1035,1035,অনেকদিন পর ডোরেমনের একটা নতুন মুভি দেখছি।,41,1.7,2.2,6,9,psycho,0.0,100.0,0.0,0.0,joy
780,780,780,1036,1036,1036,"শালা হারামীফোনের বাচ্চা। শালাদের মাথায় খালি কুবুদ্ধি।  ২১ তারিখ থেকে ফেসবুক ফ্রি, ওদের অনেক লস হবে। তাই ২০তারিখ থেকে ফ্রি হোয়াটসএ্যাপ বন্ধ করে দিল। শালারা একটু বেশি চালাক হয়ে গেছে। কিন্তু কথায় বলে অতি চালাকের গলায় দড়ি। এর হিসাব আমরা ঠিক আদায় করে নিব।",41,1.7,2.2,6,9,psycho,4.25531914893617,91.48936170212764,100.0,0.0,joy
781,781,781,1037,1037,1037,"Subah Aa Rahi 
Cha Rahi He 
Manzile Bhula Rahi He 
Khwaishe Bhi Gaa Rahi He 
Achcha Mauka He.
 
Miley Hume Jo Ishaara 
Aankh Ussey He Milaana 
Warna Jaane Waale Par Bhi Woh Kho Jaata He. 

Oh! Mauka Miley Tujhko 
Khulke Tho Zara Jee Le Isko 
Dil Kya Kahe Sun Tho 
Pehchaan Le Khud Ko...ooooo! 

Sapno Ko Awaaz De! 
Sapno Ko Awaaz De! 

Oh! U Can Do It! Keh De Tujhe Zindagi. 
Oh! U Can Do It! Chute Na Ye Pal Kabhi. 
Oh! U Can Do It! Kehde Tujhe Roshni. 

Oh U Can Do It! U Can Do It. 

Oh! Jaan Nahi Jaane Dil Kal Ka Hona He Kya. 
Kya He Hume Paana Aur Hume Khona He Kya. 

Zindagi Se Milna Bada He Zaruri
Karni He Jo Dil Ki Aarzoo Puri 
Pal Na Ye Chute,
Kal Na Woh Ruthe 
Aapas Me Rahe Na Koi Duri. 

Mauka Miley Tujhko 
Khulke Toh Zara Jee Le Isko 
Dil Kya Kahe Sun Tho 
Pehchaan Le Khud Ko....oooooo 

Sapno Ko Awaaz De! 
Sapno Ko Awaaz De!......",41,1.7,2.2,6,9,psycho,27.380952380952383,72.61904761904762,50.0,50.0,joy
782,782,782,1038,1038,1038,"আজ থেকে বাড়িতে একা একা Programming শিখা শুরু করলাম।  Programming এর জন্য PC te 97 mbr software download করলাম। এখন কারেন্ট নাই। But কোন সমস্যা নাই, মোবাইল তো আছে। এখন মোবাইলে Programming করছি। যদিও এক দিনে বলতে গেলে কয়েক ঘন্টায় পুরোপুরি  Programming শিখা যায় না । তারপরও নিজেকে অনেকটা Programmer  এর মতো মনে হচ্ছে।",41,1.7,2.2,6,9,psycho,22.950819672131143,70.49180327868852,57.14285714285714,42.85714285714285,joy
783,783,783,1039,1039,1039,পুরা ২ সপ্তাহ মোবাইল ছাড়া কাটালাম। ১ বছর আগেই মোবাইল ছিল না।  তখন কেমনে দিন কাটতো মনেই নাই। এই ২ সপ্তাহ আমার সাধের মোবাইলকে অনেক মিস করছি। আল্লাহর কাছে হাজার শুকরিরা যে মোবাইলটা ঠিক হইছে। আবার নষ্ট না হলেই ভালো। আসা করি পরীক্ষার পরের এই সময় গুলা ভালোই কাটবে।,41,1.7,2.2,6,9,psycho,7.4074074074074066,85.18518518518519,100.0,0.0,joy
784,784,784,1040,1040,1040,"ICC er purnorup ki????  

i) India Cricket Council
ii) International Council for Cheating
iii) Indian Cheating Council 
iv) Indian Cricket Cheaters
v) Indian Criminals  Council 
vi) Indian Chorer Council
vii) Indiar Chamcha Cricket
viii) Indiar Chalak Chakor
ix) All of the above 

Ans please......",41,1.7,2.2,6,9,psycho,52.38095238095239,42.85714285714285,50.0,50.0,anger
785,785,785,1041,1041,1041,"Don't mind.. Just for fun..

বাংলাদেশ-ভারত ম্যাচ চলছে।
ব্যাটিং-এ ভিরাট কোহলি। বোলিং-এ রুবেল
হোসেন।
রুবেল বল করলো। এই বিশ্বকাপের
সবচেয়ে দ্রুতগতির বল। ১৫৩.৬ কিমি/ঘন্টা।
চমৎকার একটা বাউন্সার।
বাউন্সারটা সরাসরি গিয়ে লাগলো ভিরাট
কোহলির মাথায়। সাথে সাথেই
মাঠে লুটিয়ে পড়লো ভিরাট কোহলি।
খেলোয়াড় আম্পায়ার সবাই গিয়ে জড়ো হল
একত্রে।
ঐ প্রান্তে থাকা শিখর ধাওয়ান কাঁদতেই শুরু
করলো।

দৌড়ে আসলো ভারতের ফিজিও। শিখর
দাওয়ানকে কাঁদতে দেখে মনে করেছে, ভিরাট
কোহলির বোধহয় রাম রাম হয়েই গেছে।
তবুও শিখরকে জিজ্ঞেস করলো,
'ক্যায়া হুয়া ভাউ?'
শিখর রুবেলকে দেখিয়ে কাঁদতে কাঁদতেই বললো,
'ইয়ে কালে না বল ডালা, অর ভিরাটনে তুড়ান্ত
লুট গায়া।'
ফিজিও কোহলির মাথায় পানি ঢাললো।
মিনিট দুইয়েক পর জ্ঞান ফিরলো তার।
ফ্যাল ফ্যাল করে তাকিয়ে রইলো সবার দিকে।
কিছুই বুঝতে পারছে না সে।
তামিমকে কাছে পেয়ে জিজ্ঞেস করলো, 'ম্যায়
কাহা হু? আপলোগ কৌন হ্যায়?'
তামিম বুঝে গেছে ভিরাটে গেছে পুরাই।
খেলতে যে নামছিলো পুরাই ভুলে গেছে।
মজা করার জন্য বলল, 'ইয়ে এক পাগলাগারাদ
হ্যায়। হামলোগ সব ডক্টর হ্যায়।'
'ইসি লিয়েই এক জ্যায়সা কাপড়া?'
'হা! ইসি লিয়েই। ও দেখ,
তেরি তারা কাপড়া পেনহেওয়ালা অর এক। ও
বি মারিজ হ্যায়।'

এরপর আর বেশি মজা নিতে পারলো না। কারণ,
সবার অবস্থাই হাসতে হাসতে কাহিল।
ভারতের ফিজিও তো হাসতে হাসতে প্রায়
নিজেও অজ্ঞান হইতে নিছিলো।
কোন রকমে হাসি থামিয়ে ভিরাটকে মাঠ
থেকে বেরিয়ে আসলো। টিমমেটদের কাউকেই
চিনতে পারলো না।
তবে, সবাই একই রকম কাপড়
পড়ে আছে দেখে বুঝতে পারলো - তারাও তার
মতই পাগল।

আনুষ্কা আসলো।
কাঁদতে শুরু করলো।
ভিরাট তাকেও চিনতে পারে নাই।
অনেক ডাক্তার দেখানো হল।
কেউই ভিরাটকে ঠিকমত
সাড়িয়ে তুলতে পারলো না।
বলিউডের অভিনেত্রী হওয়ায় আনুষ্কা জানে,
মাথার ঐ জায়গায়ই যদি রোগীকে দ্বিতীয় বার
আঘাত করা হয় তাহলে রোগী ঠিক হয়ে যায়।
(আফা! তাইলে আইন্নে ডাক্তার হইলেন
না ক্যারে?)
ভিরাটকে নিয়ে চলল রুবেলের কাছে।
রুবেলকে দেখেই ভিরাট চিনে ফেলেছে।
দেখেই বললো, 'আরে! ডক্টর সাব! ক্যায়সে হ্যায়
আপ?'

রুবেলের তো ভিরাটের প্রশ্ন
শুনে মাটিতে গড়াগড়ি খেয়ে হাসতে ইচ্ছা করছিলো।
এক বাউন্সারই ভিরাটকে পুরোই বদলে দিয়েছে।
রুবেল কোন রকমে হাসি চাপলো।
মুখে ফুটিয়ে তুললো ট্রেড মার্ক মুচকি হাসি।
আনুষ্কা বললো, 'রুবেল ভাউ। আপকা এক
বাউন্সারনে তো ভিরাট
কো পুরি তাহরা বদলা দিয়া। প্লিজ, অর এক
বাউন্সার ডালিয়ে ইসকি সার পে। ইয়ে ঠিক
হো জায়েগা।'
ভিরাটও তাল মিলালো। সে জানে সে ঠিক
নেই। তবে কোন দিক দিয়ে ঠিক নেই
সেইটা সে জানে না।

তাই বললো, 'হু ডক্টর সাব! ডালিয়ে এক অর।'
রুবেল কোনরকমে হাসি চেপে রেখেছে। আর
বেশি চেপে রাখতে পারছে না।
আনুষ্কা আবার বললো, 'প্লিজ! ডালিয়ে না এক
অর। ইয়ে মুঝে হ্যাপি কার দেগা।'
তখনই কোত্থেকে যেন হ্যাপি চলে আসলো।
চিৎকার করে বলা শুরু করলো,
'কী আমি থাকতে তুই হ্যাপি হবি ছ্যামড়ি?
ক্যাডা তুই? ইন্ডিয়ান নাইক্কা না তুই। আয়
আমি বানাইতাছি তোরে হ্যাপি। আয়
খালি কাছে।'

রুবেল বেচারা অনেক সহ্য করেছে। আর
পারলো না। লুটিয়ে পড়লো মাটিতে।
হাসতে হাসতে পেটে ব্যাথা করছে তার।
ভিরাটও রুবেলের সাথে হাসি শুরু করলো। কিছু
না বুঝেই। পুরাই পাগলের মত। সেইটা দেখে,
রুবেলের হাসির মাত্রা আরো বেড়ে গেল।
এক বাউন্সারই দিছিলো মাত্র।
উইকেট পায় নাই।
কিন্তু জীবনের
সবচেয়ে বেশি হাসি হাসতে পারছে।
এখন সেও হ্যাপি হয়ে গেছে। পুরাই হ্যাপি। 

#Copied",41,1.7,2.2,6,9,psycho,1.2658227848101269,98.22784810126582,75.0,25.0,joy
786,786,786,1047,1047,1047,"Saagoto, the Camera-man.",41,1.7,2.2,6,9,psycho,66.66666666666666,33.33333333333333,0.0,100.0,anger
787,787,787,1048,1048,1048,Who is he???,41,1.7,2.2,6,9,psycho,66.66666666666666,33.33333333333333,100.0,0.0,anger
788,788,788,1051,1051,1051,"yahooo!!!  yahooo!!!
পাইছি!!!!!  পাইছি!!!!!
সাত রাজার ধনের থেকেও বেশিকিছু পাইছি!!!
Gp তে 500 mb free internet পাইছি facebook & whatsapp চালানোর জন্য। সাথে 20 mb open internet পাইছি!!   মেয়াদ 7 দিন। 
Type FREE & send to 5000...but এটা Gp র offer,,  তাই সবাই নাও পাইতে পারে। কোনো মিনি প্যাক কিনা থাকলে হবে না।  
#Enjoy",41,1.7,2.2,6,9,psycho,30.303030303030305,56.060606060606055,76.92307692307693,23.07692307692308,joy
789,789,789,1052,1052,1052,Find your favourite super hero...,41,1.7,2.2,6,9,psycho,100.0,0.0,0.0,0.0,joy
790,790,790,1053,1053,1053,"★★হরতালীয় সংগীত।★★

#মমতাজ__
ফাইট্রা যায়, ককটেল ফইট্রা যায়!
বন্ধু যখন লাঠি লইয়া,আমার
গাড়ি ভাইঙ্গা দিয়া চিক্কুর
পইড়া হাইট্রা যায়,
ফাইট্রা যায়, বুকটা ফাইট্রা যায়।

#রবীন্দ্রনাথ_ঠাকুর___
তুমি যে বোমার আগুন
জ্বালিয়ে দিলে মোর বাসে,
সে আগুন ছরিয়ে গেল,
সে আগুন ছরিয়ে গেল
চারপাসে, চারপাসে, চারপাসে।

#আইয়ুব_বাচ্চু__
এক শহরের গাড়ি তুই একা
ভাঙিস নে,
ভাঙতে দিস তুই কিছু মোরে!
ওরে সব টায়ার তুই একাই
জ্বালাস নে,
একটু পোরাতে দিস মোরে!

#আসিফঃ 
ও পুলিশ! ও পুলিশ!! তুমি কোথায়......!!
বুকের জমানো ব্যাথা, কান্নার
নোনা জলে, পেট্রোল বোমা
মারে গাড়ীতে.................!!

#সালমাঃ
ও মোর পিকেটার বন্ধুরে.....! একটা ককটেল বানায়া দে....!!
ওরে পালয়া গিয়াছে বিহার স্বামী
হরতাল করিতে.............!!
.
..
...
হায়রে বঙ্গালি, আর কত সহ্য করবি???

#Copied",41,1.7,2.2,6,9,psycho,0.0,98.73417721518987,0.0,0.0,joy
791,791,791,1054,1054,1054,"এখন দেশের যা অবস্থা তাতে কয়েকদিন পর খবরের হেড লাইন হবে এরকম....................

৭ লাখ পরীক্ষার্থীর আক্রমনে পদতলিত হয়ে মারা গেলেন বিএনপি এর চেয়ার পারসন বেগম খালেদা জিয়া এবং প্রধানমন্ত্রী বেগম শেখ হাসিনা। অন্যান্য নেতাকর্মীরা পুলিশের কাছে আত্মসমর্পণ করে নিজের জীবন বাঁচিয়েছেন।  শিক্ষামন্ত্রী পলাতক, তাকে ধরিয়ে দিলে ১০ লক্ষ টাকা পুরষ্কার ঘোষনা করেছে  এসএসসি পরীক্ষার্থীরা। সারা দেশে বিএনপি ও আওয়ামীলীগ এর অর্ধশতাধিক নেতাকর্মী গণপিটুনিতে নিহত এবং ১০০ নেতাকর্মী গুরুতরভাবে আহত । প্রায় ৩০০ নেতাকর্মী পলাতক। অন্যান্যরা দল থেকে পদত্যাগ করেছেন । বিএনপি এর চেয়ার পারসন বেগম খালেদা জিয়া এবং প্রধানমন্ত্রী বেগম শেখ হাসিনার পরিবারের সদস্যরা বিদেশে পালিয়ে গেছেন।  তাদেরকে আর দেশে ঢুকতে  দেয়া হবে না বলে জানিয়েছে এসএসসি পরীক্ষার্থীরা। এছাড়া এ ঘটনায় ভীত হয়ে সারা দেশের প্রায় দুইশত দক্ষ বোমারু ককটেল, পেট্রলবোমা ও হাতবোমা নিয়ে আত্মসমর্পণ করেছে।  রাষ্ট্রপতি বলেছেন, পেট্রলবোমা থেকে পেট্রল অন্য কাজে ব্যাবহার করা হবে এবং ককটেল ও হাতবোমা বিদেশে রপ্তানি করা হবে। 

আরও কয়েকদিন পরে খবর হবে এরকম.................

অবশেষে বাংলাদেশ থেকে চিরতরে বিলুপ্ত হলো বিএনপি ও আওয়ামীলীগ নামের দুইটি নিষ্ঠুর ও স্বার্থপর রাজনৈতিক দল। এ ঘটনায় সারা দেশে শিক্ষার্থী, শ্রমিক ও আমজনতার বাঁধভাঙা   উল্লাস। এ ঘটনায় খুশি হয়ে এক  কৃষক তার আবাদি জমি বিক্রি করে ৩ লক্ষ টাকা মসজিদে আর ২ লক্ষ টাকা গরিবদের দান করবে বলে জানিয়েছে।  জৈনক মুক্তিযোদ্ধা বলেছেন, ""আমার মতে বাংলাদেশ যেন আবার একবার স্বাধীন হল। আমি খুব খুশি হয়েছি।""  বিএনপি ও আওয়ামীলীগের বিলুপ্তির পর অন্যান্য দলগুলোও ভেঙে দেয়া হয়েছে।  রাষ্ট্রপতি বলেছেন এসএসসি এর পর শীঘ্রই নতুন করে রাজনৈতিক দল গঠন করে নির্বাচন হবে এবং গণতান্ত্রিক প্রক্রিয়ায় সরকার গঠন করা হবে। 

উপরে যা কিছু পড়লেন তার সবই কাল্পনিক। সবই আমার উর্বর মস্তিষ্কের ফসল।  কিন্তু এরকম দিন আসতে আর বেশি দেরি নাই।",41,1.7,2.2,6,9,psycho,5.802047781569966,88.39590443686008,100.0,0.0,joy
792,792,792,1056,1056,1056,"আমাকে"" ""আমার"" ""মত"" ""পড়তে""
দাও'''
""আমি"" ""পড়াকে"" ""নিজের"" ""মত""
""কমিয়ে""
""নিয়েছি""
""যেটা"" ""পড়িনি"" ""পড়িনি""
""সেটা"" ""না"" ""পড়াই"" ""থাক""
""সব"" ""পড়তে"" ""কষ্ট"" ""ভীষন"" ।
""এই"" ""পড়ার"" ""টেবিল"" ""আজ""
""ছারখার""
""তবু"" ""পড়তে"" ""বসেছি"" ""তিন""
""বার""
""আমি"" ""পড়তে"" ""চাইনা"" ""যে""
""আর""
""কোন""
""নতুন"" ""রকমের""
""চ্যাপ্টার""
""তাই""
""চেষ্টা"" ""করছি"" ""বারবার।
না"" পড়ে"" ""পাশ"" ""করবার ....

#Copied",41,1.7,2.2,6,9,psycho,0.0,100.0,0.0,0.0,joy
793,793,793,1058,1058,1058,"টিভিতে দেখলাম,সন্ত্রাসী ধরিয়ে দিলে ১ লাখ
টাকা পুরস্কার দেওয়া হবে! আর এই নিয়ে একটা স্টোরি.......................

গাড়িতে পেট্রোল বোমা মেরেই দৌড়ে পালাচ্ছে পিকেটার। অন্য সময় বোমার শব্দ শুনে পথচারীরা যে যার মতো জান নিয়ে পালালেও এবার পিকেটারকে ধরতে সবাই তার পিছে দৌড়াচ্ছে। পিকেটার অবাক। ঘটনা কি?
হঠাৎ বাঙ্গালী এভাবে ক্ষ্যাপলো ক্যান!
অনেক্ষন দৌড়ের পর পিছন থেকে একজন খপ
করে ধরে পিকেটারকে নিয়ে মাটিতে লুটিয়ে পড়লো। একটু পর আরেকজন এসে ধরে বললো, আমি ধরসি আমি ধরসি। টাকা আমার। প্রথম ব্যক্তি বললো না আমি ধরসি টাকা আমার। পিকেটার শুয়ে শুয়ে ভাবছে ঘটনা কি,
টাকা পাইলো কই। তৃতীয় আরেক ব্যাক্তি পিকেটারকে ঝাপটে ধরে বললো ১লাখের
মধ্যে ৫০ তোর। তুই শুধু বলবি তোকে আমি ধরসি। এমন সময় দ্বিতীয় ব্যক্তি বললো ৭৫
তোর, তুই আমার কথা বলবি। প্রথম ব্যক্তি বললো আমাকে ১০ দিলেই চলবে। পুরো ৯০ তোর। পিকেটার বললো, তিন জন মিলে আমার মাথাটা বানায় দেন আর পিঠটা চুলকায়
দেন। যারটা বেশি আরাম লাগবে আমি তার কথা বলবো। তিনজন মিলে মাথাটেপা আর
পিঠ চুলকানোর পরীক্ষা দিতে থাকলো।
এমন সময় পুলিশ এসে হাজির। পিকেটার বললো, স্যার তিনটাকে ধরেন। এরা বোমাবাজ। গাড়িতে পেট্রোল বোমা মেরে আমার মাথা টিপছে যেন ধরিয়ে না দেই। চোখ
টিপ মেরে পুলিেশর কানে ফিসফিস করে বললো, যা পাবো ফিফটি ফিফটি। পুলিশ খুশিতে গদগদ করতে করতে বললো, এই
তিনটাকে গাড়িতে উঠা। রিমান্ডে নিয়ে কড়া করে ডলা দে।
উপরের গল্পটি কাল্পনিক হলেও এখন আপনাকে ডাবল সাবধানতা অবলম্বন করতে হবে। পিকেটার আর পেট্রোল বোমার পাশাপাশি কে কখন আপনাকে পিকেটার
বানিয়ে ব্যবসা করে নেয় সেদিকেও নজর
রাখতে হবে । 

#Copied",41,1.7,2.2,6,9,psycho,1.7391304347826086,96.52173913043478,100.0,0.0,joy
794,794,794,1059,1059,1059,"পল্টু ল্যাপটপ  কিনেছে......... . কেনার
পর ল্যাপটপের উপর ত্যক্ত-বিরক্ত হয়ে বিল গেটস কে ইমেইল পাঠাল.......
…………মি: গেটস,
ঘটনা হইল,
আমি যে ল্যাপটপটা কিনলাম,
কেনার পর শুরুতেই
যে সমস্যা পেলাম, এই
keyboard এর letters
গুলো সঠিকভাবে সাজানো নেই।
A এর পরে S
এরপরে আবার
D....এটা কোনো কিছু
হইলো?? ছোটবেলায়
কি A,B,C,D ও শিখেন
নাই ঠিকমত??????????
???? যাই হোক,
Windows এ Start
Button আছে কিন্তু,
Stop
Button নাই কেনো???
Ms Word আছে কিন্তু
Mr. Word
কবে বেরুবে??? Ms. দের
দেখলে মাথা ঠিক
থাকেনা??? এসব
ভন্ডামি ছাড়েন,
বুঝলেন???????? এর
উপরে আবার আরেক
গ্যাঞ্জাম, প্রায়ই
একটা ম্যাসেজ
আসে ""press any key to
continue "", এই "" any
key"" টা Keyboard এর
কোথায় থাকে??
দুইদিন ধইরা খুইজ্জাও
এই key পাইতাসি না।
এসবের
মানে কি?????????????
????? আর
আপনি নিজে হলেন
Gates(দরজা), Gates
হয়ে Windows(জানালা)
, বানালেন কেনো???
আপনার
সমস্যা টা কি?????

#Copied",41,1.7,2.2,6,9,psycho,8.51063829787234,89.36170212765957,58.333333333333336,41.66666666666667,joy
795,795,795,1060,1060,1060,""""""""""""" ডিজিটাল কবিতা """"""""""""""""""
----- সন্ত্রাসী !! সন্ত্রাসী -----
কোথা যাও নাচি নাচি
দাড়াও না একবার ভাই
ঐ ব্যাটা টাকা গুনে
যাই তাহা আহরনে
দাড়াবার সময় তো নাই
----- মাস্তান !! মাস্তান -----
সাথে নিয়ে পোলাপান
""কোথা যাও বলে যাও শুনি
এখন না দিও বাধা
তুলিয়াছি বহু চাদা
নিজে নিজে ভাগ করে গুনি
----- পুলিশ ভাই !! পুলিশ ভাই -----
নিরাপত্তা কোথায় পাই
রাস্তায় চলা বড় দায়
ঐ চৌ রাস্তা মোড়ে
চেক পোষ্ট সেট করে
জনপ্রতি একশ চাদা তুলি
আমরা ইহাকেই নিরাপত্তা বলি 

#Copied",41,1.7,2.2,6,9,psycho,0.0,100.0,0.0,0.0,joy
